unique_id	uniprot_domain
P38570_chainsaw_004	833-964
P38570_chainsaw_005	965-1117
P38570_chainsaw_006	1124-1169
P38571_chainsaw_001	31-205_327-398
P38571_chainsaw_002	212-320
P38606_chainsaw_001	3-113
P38606_chainsaw_002	133-210
P38606_chainsaw_003	219-468
P38606_chainsaw_004	471-616
P38646_chainsaw_001	35-273_358-439
P38646_chainsaw_002	275-357
P38646_chainsaw_003	440-547
P38646_chainsaw_004	555-662
P38919_chainsaw_001	40-243
P38919_chainsaw_002	244-402
P38935_chainsaw_001	2-144
P38935_chainsaw_002	145-441
P38935_chainsaw_003	446-650
P38935_chainsaw_004	724-783
P38935_chainsaw_005	881-990
P38936_chainsaw_001	27-77
P39019_chainsaw_001	11-143
P39023_chainsaw_001	42-57_81-209
P39023_chainsaw_002	58-80_215-402
P39059_chainsaw_001	41-240_1129-1176
P39059_chainsaw_002	1218-1380
P39060_chainsaw_001	334-446_1434-1485
P39060_chainsaw_002	456-651
P39060_chainsaw_003	1581-1748
P39086_chainsaw_001	35-152_317-386
P39086_chainsaw_002	154-316_387-436
P39086_chainsaw_003	448-552_776-814
P39086_chainsaw_004	553-562_679-770
P39086_chainsaw_005	569-678_827-875
P39210_chainsaw_001	1-174
P39656_chainsaw_001	46-300
P39656_chainsaw_002	305-411
P39687_chainsaw_001	3-145
P39748_chainsaw_001	6-213_289-343
P39748_chainsaw_002	214-284
P39877_chainsaw_001	21-136
P39880_chainsaw_001	83-407
P39880_chainsaw_002	553-730_1192-1192_1194-1496
P39880_chainsaw_003	932-1191_1193-1193
P39900_chainsaw_001	21-88
P39900_chainsaw_002	91-267
P39900_chainsaw_003	290-463
P39905_chainsaw_001	3-77
P39905_chainsaw_002	118-210
P40121_chainsaw_001	20-117
P40121_chainsaw_002	138-245
P40121_chainsaw_003	246-342
P40123_chainsaw_001	44-226
P40123_chainsaw_002	258-293
P40123_chainsaw_003	324-472
P40126_chainsaw_001	25-307_421-455
P40126_chainsaw_002	322-416
P40145_chainsaw_001	147-352_689-930
P40145_chainsaw_002	353-397_596-688_931-956_961-965
P40145_chainsaw_003	406-591_957-960_967-1173
P40189_chainsaw_001	29-123
P40189_chainsaw_002	130-218
P40189_chainsaw_003	220-320
P40189_chainsaw_004	332-513
P40189_chainsaw_005	525-610
P40198_chainsaw_001	37-141
P40198_chainsaw_002	150-233
P40199_chainsaw_001	37-141
P40199_chainsaw_002	148-231
P40199_chainsaw_003	241-318
P40200_chainsaw_001	27-136
P40200_chainsaw_002	144-266
P40200_chainsaw_003	273-377
P40222_chainsaw_001	66-482
P40225_chainsaw_001	26-174
P40227_chainsaw_001	3-143_402-523
P40227_chainsaw_002	145-401
P40238_chainsaw_001	25-129
P40238_chainsaw_002	137-282
P40238_chainsaw_003	283-387
P40238_chainsaw_004	395-485
P40238_chainsaw_005	489-548
P40259_chainsaw_001	31-143
P40261_chainsaw_001	8-259
P40305_chainsaw_001	1-120
P40306_chainsaw_001	41-229
P40313_chainsaw_001	38-263
P40337_chainsaw_001	71-152
P40337_chainsaw_002	158-212
P40394_chainsaw_001	20-185_335-385
P40394_chainsaw_002	187-333
P40424_chainsaw_001	43-90
P40424_chainsaw_002	103-237_361-380
P40424_chainsaw_003	242-319
P40425_chainsaw_001	53-91
P40425_chainsaw_002	92-246
P40425_chainsaw_003	253-327
P40426_chainsaw_001	46-93
P40426_chainsaw_002	106-239_363-384
P40426_chainsaw_003	244-325
P40429_chainsaw_001	7-145
P40616_chainsaw_001	5-179
P40617_chainsaw_001	20-199
P40692_chainsaw_001	13-205
P40692_chainsaw_002	212-337
P40692_chainsaw_003	504-549_731-754
P40692_chainsaw_004	550-727
P40763_chainsaw_001	3-126
P40763_chainsaw_002	139-483
P40763_chainsaw_003	499-715
P40818_chainsaw_001	17-141
P40818_chainsaw_002	182-311
P40818_chainsaw_003	759-1107
P40855_chainsaw_001	9-75
P40855_chainsaw_002	77-171
P40855_chainsaw_003	172-270
P40879_chainsaw_001	59-493
P40879_chainsaw_002	509-729
P40925_chainsaw_001	5-154
P40925_chainsaw_002	156-333
P40926_chainsaw_001	25-168
P40926_chainsaw_002	169-336
P40933_chainsaw_001	8-42
P40933_chainsaw_002	50-161
P40937_chainsaw_001	22-173
P40937_chainsaw_002	179-239
P40937_chainsaw_003	244-339
P40938_chainsaw_001	4-183
P40938_chainsaw_002	189-236
P40938_chainsaw_003	250-355
P40939_chainsaw_001	33-341
P40939_chainsaw_002	363-540
P40939_chainsaw_003	546-755
P40967_chainsaw_001	30-210
P40967_chainsaw_002	215-302_461-490
P40967_chainsaw_003	493-586
P41002_chainsaw_001	32-277
P41002_chainsaw_002	278-540
P41091_chainsaw_001	25-242
P41091_chainsaw_002	255-360
P41091_chainsaw_003	367-465
P41134_chainsaw_001	59-143
P41143_chainsaw_001	43-334
P41145_chainsaw_001	56-335
P41145_chainsaw_002	336-376
P41146_chainsaw_001	48-324
P41159_chainsaw_001	24-163
P41161_chainsaw_001	370-458
P41162_chainsaw_001	21-119
P41180_chainsaw_001	1-187_325-478
P41180_chainsaw_002	190-324_484-527
P41180_chainsaw_003	550-604
P41180_chainsaw_004	611-898
P41181_chainsaw_001	3-222
P41182_chainsaw_001	13-135
P41182_chainsaw_002	519-681
P41208_chainsaw_001	27-103
P41208_chainsaw_002	104-170
P41212_chainsaw_001	52-124
P41212_chainsaw_002	341-445
P41214_chainsaw_001	7-87
P41214_chainsaw_002	88-179
P41214_chainsaw_003	260-354
P41214_chainsaw_004	380-485
P41214_chainsaw_005	491-576
P41217_chainsaw_001	34-139
P41217_chainsaw_002	140-229
P41218_chainsaw_001	4-97
P41218_chainsaw_002	206-303
P41218_chainsaw_003	309-394
P41219_chainsaw_001	16-459
P41220_chainsaw_001	23-199
P41221_chainsaw_001	46-301
P41221_chainsaw_002	323-379
P41222_chainsaw_001	36-179
P41223_chainsaw_001	15-125
P41225_chainsaw_001	145-208_353-403
P41226_chainsaw_001	15-170_354-390
P41226_chainsaw_002	178-261
P41226_chainsaw_003	262-353_392-394
P41226_chainsaw_004	399-591_850-896
P41226_chainsaw_005	598-847
P41226_chainsaw_006	903-1011
P41227_chainsaw_001	2-151
P41229_chainsaw_001	16-76_382-636
P41229_chainsaw_002	77-205_313-316_320-377
P41229_chainsaw_003	224-275_1073-1460
P41229_chainsaw_004	644-769
P41229_chainsaw_005	770-1029
P41229_chainsaw_006	1030-1072
P41231_chainsaw_001	31-314
P41235_chainsaw_001	69-129
P41235_chainsaw_002	152-375
P41236_chainsaw_001	49-167
P41238_chainsaw_001	20-235
P41240_chainsaw_001	12-67
P41240_chainsaw_002	77-170
P41240_chainsaw_003	177-267
P41240_chainsaw_004	272-447
P41247_chainsaw_001	4-249
P41250_chainsaw_001	56-296
P41250_chainsaw_002	300-477_572-590
P41250_chainsaw_003	485-570
P41250_chainsaw_004	591-722
P41252_chainsaw_001	11-24_631-830
P41252_chainsaw_002	25-191_417-629
P41252_chainsaw_003	192-416
P41252_chainsaw_004	831-974
P41252_chainsaw_005	979-1071
P41252_chainsaw_006	1082-1255
P41271_chainsaw_001	24-122
P41273_chainsaw_001	92-239
P41279_chainsaw_001	9-208
P41279_chainsaw_002	213-388
P41279_chainsaw_003	401-459
P41439_chainsaw_001	3-235
P41440_chainsaw_001	20-437
P41567_chainsaw_001	31-111
P41586_chainsaw_001	1-17_138-406
P41586_chainsaw_002	23-134
P41587_chainsaw_001	23-109
P41587_chainsaw_002	115-390
P41594_chainsaw_001	28-193_332-455
P41594_chainsaw_002	195-331_463-499
P41594_chainsaw_003	519-567
P41594_chainsaw_004	578-836
P41595_chainsaw_001	41-396
P41597_chainsaw_001	34-321
P41732_chainsaw_001	1-247
P41743_chainsaw_001	26-185
P41743_chainsaw_002	251-594
P41968_chainsaw_001	42-315
P41970_chainsaw_001	7-107
P42025_chainsaw_001	12-178_336-372
P42025_chainsaw_002	179-185_271-331
P42025_chainsaw_003	187-268
P42081_chainsaw_001	26-133
P42081_chainsaw_002	140-234
P42126_chainsaw_001	36-300
P42127_chainsaw_001	3-55_85-127
P42166_chainsaw_001	13-48
P42166_chainsaw_002	117-153
P42166_chainsaw_003	357-388
P42166_chainsaw_004	459-686
P42224_chainsaw_001	3-126
P42224_chainsaw_002	131-477
P42224_chainsaw_003	486-682_707-710
P42226_chainsaw_001	3-159_791-809
P42226_chainsaw_002	175-432
P42226_chainsaw_003	445-628
P42229_chainsaw_001	3-131
P42229_chainsaw_002	132-488
P42229_chainsaw_003	501-682
P42261_chainsaw_001	24-127_258-354
P42261_chainsaw_002	129-257_363-390
P42261_chainsaw_003	401-513_743-782
P42261_chainsaw_004	514-524_643-737
P42261_chainsaw_005	530-642_796-854
P42262_chainsaw_001	26-130_266-369
P42262_chainsaw_002	132-265_371-397
P42262_chainsaw_003	408-521_750-789
P42262_chainsaw_004	522-529_651-744
P42262_chainsaw_005	537-646
P42262_chainsaw_006	810-854
P42263_chainsaw_001	33-143_275-370
P42263_chainsaw_002	145-274_380-407
P42263_chainsaw_003	425-529_761-800
P42263_chainsaw_004	530-539_661-755
P42263_chainsaw_005	546-660_814-865
P42285_chainsaw_001	89-311_559-595
P42285_chainsaw_002	316-553
P42285_chainsaw_003	596-614_832-843
P42285_chainsaw_004	620-831
P42285_chainsaw_005	848-1036
P42330_chainsaw_001	7-313
P42331_chainsaw_001	47-150
P42331_chainsaw_002	161-357
P42336_chainsaw_001	19-155
P42336_chainsaw_002	159-295
P42336_chainsaw_003	325-485
P42336_chainsaw_004	489-693
P42336_chainsaw_005	697-803
P42336_chainsaw_006	807-1067
P42338_chainsaw_001	29-163
P42338_chainsaw_002	168-305
P42338_chainsaw_003	324-504
P42338_chainsaw_004	508-707_709-709
P42338_chainsaw_005	708-708_710-1066
P42345_chainsaw_001	24-25_28-665
P42345_chainsaw_002	669-903
P42345_chainsaw_003	931-1240
P42345_chainsaw_004	1262-1707
P42345_chainsaw_005	1710-2015_2190-2238
P42345_chainsaw_006	2016-2187
P42345_chainsaw_007	2243-2469_2482-2545
P42356_chainsaw_001	24-215_228-631_635-644
P42356_chainsaw_002	633-634_645-1086
P42356_chainsaw_003	1087-1434_1476-1581
P42356_chainsaw_004	1582-1897
P42356_chainsaw_005	1902-2098
P42357_chainsaw_001	3-84
P42357_chainsaw_002	113-306
P42357_chainsaw_003	309-626
P42566_chainsaw_001	1-93
P42566_chainsaw_002	126-214
P42566_chainsaw_003	222-312
P42566_chainsaw_004	332-893
P42568_chainsaw_001	6-147_498-565
P42574_chainsaw_001	43-268
P42575_chainsaw_001	34-127
P42575_chainsaw_002	181-438
P42658_chainsaw_001	93-125
P42658_chainsaw_002	133-588
P42658_chainsaw_003	593-847
P42677_chainsaw_001	32-81
P42679_chainsaw_001	51-107
P42679_chainsaw_002	117-218
P42679_chainsaw_003	219-305
P42679_chainsaw_004	310-486
P42680_chainsaw_001	5-145
P42680_chainsaw_002	183-236
P42680_chainsaw_003	248-344
P42680_chainsaw_004	367-626
P42681_chainsaw_001	86-139
P42681_chainsaw_002	145-245
P42681_chainsaw_003	268-526
P42684_chainsaw_001	111-262
P42684_chainsaw_002	285-563
P42684_chainsaw_003	1081-1181
P42685_chainsaw_001	45-111
P42685_chainsaw_002	112-195
P42685_chainsaw_003	221-489
P42694_chainsaw_001	7-148
P42694_chainsaw_002	185-229_889-1097
P42694_chainsaw_003	235-392
P42694_chainsaw_004	393-597
P42694_chainsaw_005	598-887
P42695_chainsaw_001	1-160_200-493
P42695_chainsaw_002	542-874
P42695_chainsaw_003	875-1283_1329-1329_1339-1367
P42696_chainsaw_001	176-365
P42701_chainsaw_001	11-13_17-135
P42701_chainsaw_002	147-231
P42701_chainsaw_003	242-334
P42701_chainsaw_004	346-440
P42701_chainsaw_005	443-539
P42702_chainsaw_001	53-134
P42702_chainsaw_002	141-244
P42702_chainsaw_003	254-330
P42702_chainsaw_004	337-429
P42702_chainsaw_005	437-529
P42702_chainsaw_006	541-718
P42702_chainsaw_007	730-836
P42704_chainsaw_001	55-644
P42704_chainsaw_002	661-1190_1192-1193
P42704_chainsaw_003	1194-1392
P42765_chainsaw_001	7-123_197-271
P42765_chainsaw_002	127-172
P42765_chainsaw_003	176-196_276-395
P42766_chainsaw_001	6-113
P42768_chainsaw_001	29-156
P42768_chainsaw_002	252-315_459-483
P42771_chainsaw_001	11-135
P42772_chainsaw_001	13-136
P42773_chainsaw_001	5-59
P42773_chainsaw_002	73-161
P42785_chainsaw_001	49-207_404-494
P42785_chainsaw_002	216-398
P42830_chainsaw_001	60-111
P42857_chainsaw_001	33-163_168-183
P42858_chainsaw_001	96-414
P42858_chainsaw_002	680-1035
P42858_chainsaw_003	1062-1326
P42858_chainsaw_004	1354-1398
P42858_chainsaw_005	1802-2066
P42858_chainsaw_006	2116-2516
P42858_chainsaw_007	2526-2609_2617-2663
P42858_chainsaw_008	2666-3141
P42858_chainsaw_009	201-413
P42858_chainsaw_010	680-1035
P42858_chainsaw_011	1062-1332
P42858_chainsaw_012	1390-1599
P42858_chainsaw_013	680-1054_1056-1056_1058-1058_1066-1066_1068-1068_1070-1070
P42858_chainsaw_014	1062-1065_1067-1067_1069-1069_1071-1330
P42858_chainsaw_015	1354-1798
P42858_chainsaw_016	680-1074
P42858_chainsaw_017	1075-1335_1388-1508
P42858_chainsaw_018	1361-1387_1509-1842
P42858_chainsaw_019	1843-1996
P42858_chainsaw_020	804-1186_1213-1330
P42858_chainsaw_021	1354-1766_1769-1780
P42858_chainsaw_022	1767-1768_1781-2066
P42858_chainsaw_023	2090-2187
P42858_chainsaw_024	1001-1326
P42858_chainsaw_025	1354-1810
P42858_chainsaw_026	1815-2066
P42858_chainsaw_027	2097-2399
P42858_chainsaw_028	1234-1326
P42858_chainsaw_029	1364-1699
P42858_chainsaw_030	1708-2066
P42858_chainsaw_031	2116-2527
P42858_chainsaw_032	2542-2596
P42858_chainsaw_033	1414-1825
P42858_chainsaw_034	1830-2066
P42858_chainsaw_035	2116-2516
P42858_chainsaw_036	2526-2528_2613-2791
P42858_chainsaw_037	2542-2596
P42858_chainsaw_038	1601-2066
P42858_chainsaw_039	2116-2516
P42858_chainsaw_040	2526-2998
P42892_chainsaw_001	102-166_428-753
P42892_chainsaw_002	173-422
P42898_chainsaw_001	39-336
P42898_chainsaw_002	363-644
P43003_chainsaw_001	38-186_241-499
P43003_chainsaw_002	188-239
P43004_chainsaw_001	33-196_234-496
P43005_chainsaw_001	7-465
P43007_chainsaw_001	38-475
P43026_chainsaw_001	171-346
P43026_chainsaw_002	354-500
P43034_chainsaw_001	5-80
P43034_chainsaw_002	91-408
P43080_chainsaw_001	15-178
P43088_chainsaw_001	19-309
P43115_chainsaw_001	46-350
P43116_chainsaw_001	25-321
P43119_chainsaw_001	17-302
P43121_chainsaw_001	34-133
P43121_chainsaw_002	140-246
P43121_chainsaw_003	252-341
P43121_chainsaw_004	347-428
P43121_chainsaw_005	432-516
P43146_chainsaw_001	41-135_329-416
P43146_chainsaw_002	136-328
P43146_chainsaw_003	425-521
P43146_chainsaw_004	535-616
P43146_chainsaw_005	630-715
P43146_chainsaw_006	729-938
P43146_chainsaw_007	948-1041
P43155_chainsaw_001	43-107
P43155_chainsaw_002	121-406
P43155_chainsaw_003	407-620
P43166_chainsaw_001	18-260
P43220_chainsaw_001	32-122
P43220_chainsaw_002	135-408
P43234_chainsaw_001	37-84
P43234_chainsaw_002	111-320
P43235_chainsaw_001	20-90
P43235_chainsaw_002	119-328
P43243_chainsaw_001	105-151
P43243_chainsaw_002	275-333
P43243_chainsaw_003	399-470
P43243_chainsaw_004	497-588
P43243_chainsaw_005	777-844
P43246_chainsaw_001	13-137
P43246_chainsaw_002	146-304
P43246_chainsaw_003	305-471_577-624
P43246_chainsaw_004	476-576
P43246_chainsaw_005	625-848
P43246_chainsaw_006	849-929
P43250_chainsaw_001	3-27_178-266_472-518
P43250_chainsaw_002	29-177
P43250_chainsaw_003	269-458
P43251_chainsaw_001	57-338
P43251_chainsaw_002	347-538
P43268_chainsaw_001	343-431
P43304_chainsaw_001	57-108_225-308_402-455
P43304_chainsaw_002	109-224_309-401
P43304_chainsaw_003	478-607
P43304_chainsaw_004	608-714
P43307_chainsaw_001	3-28_203-233
P43307_chainsaw_002	83-197
P43308_chainsaw_001	23-133
P43320_chainsaw_001	18-99
P43320_chainsaw_002	108-189
P43351_chainsaw_001	33-176
P43351_chainsaw_002	198-327
P43353_chainsaw_001	4-212_404-426
P43353_chainsaw_002	216-396
P43353_chainsaw_003	427-458
P43354_chainsaw_001	273-338
P43354_chainsaw_002	364-595
P43355_chainsaw_001	90-179_292-307
P43355_chainsaw_002	191-289
P43356_chainsaw_001	98-183
P43356_chainsaw_002	198-311
P43357_chainsaw_001	101-183
P43357_chainsaw_002	198-294
P43358_chainsaw_001	102-187_300-311
P43358_chainsaw_002	199-296
P43359_chainsaw_001	77-123
P43360_chainsaw_001	97-185_300-312
P43360_chainsaw_002	198-295
P43361_chainsaw_001	101-190_302-315
P43361_chainsaw_002	201-300
P43362_chainsaw_001	68-185_297-313
P43362_chainsaw_002	197-294
P43363_chainsaw_001	131-208
P43363_chainsaw_002	223-328
P43364_chainsaw_001	182-296
P43364_chainsaw_002	311-427
P43365_chainsaw_001	97-186_298-309
P43365_chainsaw_002	198-295
P43366_chainsaw_001	107-179
P43366_chainsaw_002	200-306
P43378_chainsaw_001	17-249
P43378_chainsaw_002	286-578
P43403_chainsaw_001	17-101
P43403_chainsaw_002	114-241
P43403_chainsaw_003	309-602
P43405_chainsaw_001	7-106
P43405_chainsaw_002	119-245
P43405_chainsaw_003	342-633
P43487_chainsaw_001	45-165
P43489_chainsaw_001	35-167
P43490_chainsaw_001	11-161_391-488
P43490_chainsaw_002	162-382
P43626_chainsaw_001	30-121
P43626_chainsaw_002	122-226
P43627_chainsaw_001	30-122
P43627_chainsaw_002	123-221
P43628_chainsaw_001	30-122
P43628_chainsaw_002	123-221
P43629_chainsaw_001	30-116
P43629_chainsaw_002	117-216
P43629_chainsaw_003	217-316
P43630_chainsaw_001	30-117
P43630_chainsaw_002	118-216
P43630_chainsaw_003	217-316
P43631_chainsaw_001	30-122
P43631_chainsaw_002	123-221
P43632_chainsaw_001	30-122
P43632_chainsaw_002	123-221
P43652_chainsaw_001	26-226
P43652_chainsaw_002	227-512
P43652_chainsaw_003	526-596
P43657_chainsaw_001	14-296
P43681_chainsaw_001	33-241
P43681_chainsaw_002	243-342
P43686_chainsaw_001	87-142
P43686_chainsaw_002	153-332
P43686_chainsaw_003	338-411
P43694_chainsaw_001	209-310
P43897_chainsaw_001	40-97
P43897_chainsaw_002	104-314
P45378_chainsaw_001	3-256
P45379_chainsaw_001	1-288
P45381_chainsaw_001	6-221
P45381_chainsaw_002	223-299
P45452_chainsaw_001	33-92
P45452_chainsaw_002	95-266
P45452_chainsaw_003	292-469
P45844_chainsaw_001	1-1_389-677
P45844_chainsaw_002	77-346
P45877_chainsaw_001	35-206
P45880_chainsaw_001	18-293
P45954_chainsaw_001	59-167
P45954_chainsaw_002	172-276
P45954_chainsaw_003	281-431
P45973_chainsaw_001	22-78
P45973_chainsaw_002	116-170
P45974_chainsaw_001	5-171
P45974_chainsaw_002	208-304
P45974_chainsaw_003	306-460_794-855
P45974_chainsaw_004	463-602
P45974_chainsaw_005	657-695
P45974_chainsaw_006	725-777
P45983_chainsaw_001	3-112_335-369
P45983_chainsaw_002	113-331
P45984_chainsaw_001	10-112_335-369
P45984_chainsaw_002	113-331
P45985_chainsaw_001	85-178
P45985_chainsaw_002	183-386
P46013_chainsaw_001	5-79_81-83_86-107_632-632_636-636
P46013_chainsaw_002	636-687_689-695_707-707_735-736_744-744_746-759
P46013_chainsaw_003	635-683_685-685_690-691_748-759
P46019_chainsaw_001	6-430
P46019_chainsaw_002	440-670
P46019_chainsaw_003	695-830
P46019_chainsaw_004	836-986
P46019_chainsaw_005	999-1039_1058-1226
P46020_chainsaw_001	6-430
P46020_chainsaw_002	440-704
P46020_chainsaw_003	763-833
P46020_chainsaw_004	840-997
P46020_chainsaw_005	1053-1213
P46059_chainsaw_001	8-228_262-385_579-669
P46059_chainsaw_002	394-574
P46060_chainsaw_001	1-348
P46060_chainsaw_002	434-585
P46063_chainsaw_001	52-278
P46063_chainsaw_002	286-478
P46063_chainsaw_003	484-591
P46087_chainsaw_001	225-305
P46087_chainsaw_002	310-586
P46089_chainsaw_001	42-313
P46091_chainsaw_001	17-309
P46092_chainsaw_001	33-319
P46093_chainsaw_001	18-300
P46094_chainsaw_001	18-293
P46095_chainsaw_001	74-345
P46098_chainsaw_001	33-240
P46098_chainsaw_002	242-477
P46100_chainsaw_001	175-178_180-185_187-256
P46100_chainsaw_002	1486-1819_2264-2283
P46100_chainsaw_003	1821-2263
P46100_chainsaw_004	2313-2436
P46108_chainsaw_001	10-117
P46108_chainsaw_002	136-190
P46108_chainsaw_003	238-294
P46109_chainsaw_001	21-101
P46109_chainsaw_002	126-181
P46109_chainsaw_003	238-294
P46199_chainsaw_001	90-151
P46199_chainsaw_002	177-349
P46199_chainsaw_003	356-446
P46199_chainsaw_004	447-499
P46199_chainsaw_005	507-616
P46199_chainsaw_006	617-718
P46379_chainsaw_001	16-86
P46379_chainsaw_002	161-370_531-549
P46379_chainsaw_003	698-938
P46379_chainsaw_004	1017-1128
P46439_chainsaw_001	3-84
P46439_chainsaw_002	91-199
P46459_chainsaw_001	4-82
P46459_chainsaw_002	92-196
P46459_chainsaw_003	215-394
P46459_chainsaw_004	400-487
P46459_chainsaw_005	496-666
P46459_chainsaw_006	670-737
P46527_chainsaw_001	38-88
P46531_chainsaw_001	36-335
P46531_chainsaw_002	349-1137
P46531_chainsaw_003	1159-1220_1812-2117
P46531_chainsaw_004	1221-1436
P46531_chainsaw_005	1452-1738
P46597_chainsaw_001	4-94
P46597_chainsaw_002	102-344
P46663_chainsaw_001	30-330
P46695_chainsaw_001	69-151
P46721_chainsaw_001	1-407_504-580
P46721_chainsaw_002	453-497
P46721_chainsaw_003	586-625
P46734_chainsaw_001	47-141
P46734_chainsaw_002	145-343
P46736_chainsaw_001	11-219
P46736_chainsaw_002	226-314
P46776_chainsaw_001	65-146
P46777_chainsaw_001	21-249
P46778_chainsaw_001	27-98
P46779_chainsaw_001	3-121
P46781_chainsaw_001	22-110
P46781_chainsaw_002	111-159
P46782_chainsaw_001	18-203
P46783_chainsaw_001	5-92
P46821_chainsaw_001	33-528_2346-2467
P46926_chainsaw_001	2-283
P46934_chainsaw_001	6-6_9-13_934-1311
P46934_chainsaw_002	616-665
P46934_chainsaw_003	846-919
P46937_chainsaw_001	60-95
P46937_chainsaw_002	177-355_490-493
P46939_chainsaw_001	16-268
P46939_chainsaw_002	311-514_1134-1242_1244-1245
P46939_chainsaw_003	515-642
P46939_chainsaw_004	686-902
P46939_chainsaw_005	910-1133
P46939_chainsaw_006	1243-1243_1246-1398
P46939_chainsaw_007	1801-1973_2562-2675
P46939_chainsaw_008	1974-2081_2437-2561
P46939_chainsaw_009	2084-2178
P46939_chainsaw_010	2231-2436
P46939_chainsaw_011	2676-2802
P46939_chainsaw_012	2808-3144
P46939_chainsaw_013	2011-2079
P46939_chainsaw_014	2084-2185
P46939_chainsaw_015	2229-2443
P46939_chainsaw_016	2444-2707
P46939_chainsaw_017	2708-2802
P46939_chainsaw_018	2808-3145
P46939_chainsaw_019	3190-3354
P46939_chainsaw_020	2229-2440
P46939_chainsaw_021	2441-2700
P46939_chainsaw_022	2701-2802
P46939_chainsaw_023	2808-3116
P46939_chainsaw_024	3190-3418
P46939_chainsaw_025	202-513
P46939_chainsaw_026	514-664
P46939_chainsaw_027	686-1007
P46939_chainsaw_028	1008-1232
P46939_chainsaw_029	1233-1435
P46939_chainsaw_030	1439-1598
P46939_chainsaw_031	401-649_1553-1647
P46939_chainsaw_032	698-899
P46939_chainsaw_033	910-1130
P46939_chainsaw_034	1131-1339
P46939_chainsaw_035	1340-1552
P46939_chainsaw_036	1648-1794
P46939_chainsaw_037	604-650_1226-1418_1426-1430
P46939_chainsaw_038	694-906
P46939_chainsaw_039	910-1149
P46939_chainsaw_040	1150-1225_1648-1752
P46939_chainsaw_041	1419-1425_1431-1647
P46939_chainsaw_042	1772-1998
P46939_chainsaw_043	801-904
P46939_chainsaw_044	910-1147
P46939_chainsaw_045	1148-1434
P46939_chainsaw_046	1440-1651
